date,product_id,product_name,category,units_sold,revenue,unit_price,is_weekend,day_of_week,month,quarter,is_festival,festival_name,temperature,is_promotional,is_stockout,demand_score,date_parsed,days_since_start,week_of_year,day_of_month,units_sold_lag1,units_sold_lag7,revenue_lag1,units_sold_ma7,units_sold_ma30
2024-03-24,P011,Amul Milk 1L,Dairy,79,4740.0,60.0,True,Sunday,3,Q1,False,None,12.9,False,False,74.33,2024-03-24,448,12,24,62,33,3720.0,34.25408991854518,32.60044735042496
2024-03-25,P011,Amul Milk 1L,Dairy,88,5280.0,60.0,False,Monday,3,Q1,True,Holi,24.1,False,False,86.89,2024-03-25,449,13,25,38,61,2280.0,36.7570347035317,56.38807906209233
2024-03-26,P011,Amul Milk 1L,Dairy,39,2340.0,60.0,False,Tuesday,3,Q1,False,None,18.1,False,False,37.04,2024-03-26,450,13,26,27,76,1620.0,36.88561335040983,51.82412686473779
2024-03-27,P011,Amul Milk 1L,Dairy,69,4140.0,60.0,False,Wednesday,3,Q1,False,None,29.8,False,False,66.0,2024-03-27,451,13,27,29,76,1740.0,55.37150804719828,66.14939287620896
2024-03-28,P011,Amul Milk 1L,Dairy,35,2100.0,60.0,False,Thursday,3,Q1,False,None,22.9,False,False,35.26,2024-03-28,452,13,28,80,36,4800.0,54.98813933199072,52.70124658507086
2024-03-29,P011,Amul Milk 1L,Dairy,71,4260.0,60.0,False,Friday,3,Q1,False,None,10.8,False,False,70.32,2024-03-29,453,13,29,76,42,4560.0,67.73668672579937,56.77830085333419
2024-03-30,P011,Amul Milk 1L,Dairy,75,4500.0,60.0,True,Saturday,3,Q1,False,None,36.0,False,False,75.88,2024-03-30,454,13,30,31,80,1860.0,49.29694148424547,49.43540992952627
2024-03-31,P011,Amul Milk 1L,Dairy,74,4440.0,60.0,True,Sunday,3,Q1,False,None,26.6,False,False,75.57,2024-03-31,455,13,31,53,37,3180.0,29.58711946377573,34.16705215893246
2024-04-01,P011,Amul Milk 1L,Dairy,74,4440.0,60.0,False,Monday,4,Q2,False,None,44.3,False,False,69.17,2024-04-01,456,14,1,23,36,1380.0,50.47006654329517,64.31323706977008
2024-04-02,P011,Amul Milk 1L,Dairy,45,2700.0,60.0,False,Tuesday,4,Q2,False,None,22.0,False,False,46.63,2024-04-02,457,14,2,72,61,4320.0,61.88086199550806,58.76864839371888
2024-04-03,P011,Amul Milk 1L,Dairy,30,1800.0,60.0,False,Wednesday,4,Q2,False,None,43.9,False,False,27.23,2024-04-03,458,14,3,39,44,2340.0,41.81386816971454,34.99914192837795
2024-04-04,P011,Amul Milk 1L,Dairy,83,4980.0,60.0,False,Thursday,4,Q2,False,None,40.1,False,False,81.06,2024-04-04,459,14,4,20,27,1200.0,30.21631792210544,50.15758448885507
2024-04-05,P011,Amul Milk 1L,Dairy,55,3300.0,60.0,False,Friday,4,Q2,False,None,11.8,False,False,58.93,2024-04-05,460,14,5,67,21,4020.0,43.44511123026687,69.85730985753955
2024-04-06,P011,Amul Milk 1L,Dairy,23,1380.0,60.0,True,Saturday,4,Q2,False,None,42.6,False,False,19.77,2024-04-06,461,14,6,40,73,2400.0,67.33762211346625,56.40891710165749
2024-04-07,P011,Amul Milk 1L,Dairy,53,3180.0,60.0,True,Sunday,4,Q2,False,None,10.3,False,False,57.1,2024-04-07,462,14,7,65,31,3900.0,49.97967390057707,32.74022693504517
2024-04-08,P011,Amul Milk 1L,Dairy,67,4020.0,60.0,False,Monday,4,Q2,False,None,43.4,False,False,70.61,2024-04-08,463,15,8,40,46,2400.0,55.62522641628383,49.24314593617105
2024-04-09,P011,Amul Milk 1L,Dairy,38,2280.0,60.0,False,Tuesday,4,Q2,False,None,21.6,True,False,36.92,2024-04-09,464,15,9,65,63,3900.0,56.07824927087633,35.25461784955539
2024-04-10,P011,Amul Milk 1L,Dairy,39,2340.0,60.0,False,Wednesday,4,Q2,False,None,11.7,False,False,36.48,2024-04-10,465,15,10,32,75,1920.0,50.53202566532547,39.64364710048525
2024-04-11,P011,Amul Milk 1L,Dairy,74,4440.0,60.0,False,Thursday,4,Q2,False,None,27.8,False,False,75.89,2024-04-11,466,15,11,52,73,3120.0,48.28485584216229,42.5600523684132
2024-04-12,P011,Amul Milk 1L,Dairy,12,720.0,60.0,False,Friday,4,Q2,False,None,41.6,False,False,14.75,2024-04-12,467,15,12,69,41,4140.0,50.19888665654447,30.52261282009095
2024-04-13,P011,Amul Milk 1L,Dairy,49,2940.0,60.0,True,Saturday,4,Q2,False,None,35.7,False,False,53.81,2024-04-13,468,15,13,80,62,4800.0,31.00946213070955,60.31417593155582
2024-04-14,P011,Amul Milk 1L,Dairy,44,2640.0,60.0,True,Sunday,4,Q2,False,None,40.6,False,False,47.82,2024-04-14,469,15,14,63,23,3780.0,67.77452315080421,51.60167065883732
2024-04-15,P011,Amul Milk 1L,Dairy,62,3720.0,60.0,False,Monday,4,Q2,False,None,43.7,False,False,64.61,2024-04-15,470,16,15,25,36,1500.0,51.02753560616667,45.19574179047388
2024-04-16,P011,Amul Milk 1L,Dairy,34,2040.0,60.0,False,Tuesday,4,Q2,False,None,14.5,False,False,37.67,2024-04-16,471,16,16,55,47,3300.0,69.97804130660987,41.94499371319316
2024-04-17,P011,Amul Milk 1L,Dairy,65,3900.0,60.0,False,Wednesday,4,Q2,True,Ram Navami,33.9,False,False,63.67,2024-04-17,472,16,17,73,41,4380.0,27.09051171417396,51.68568960024382
2024-04-18,P011,Amul Milk 1L,Dairy,85,5100.0,60.0,False,Thursday,4,Q2,False,None,38.5,False,False,81.39,2024-04-18,473,16,18,77,37,4620.0,45.04775305955519,68.14309725748623
2024-04-19,P011,Amul Milk 1L,Dairy,45,2700.0,60.0,False,Friday,4,Q2,False,None,43.2,False,False,41.22,2024-04-19,474,16,19,63,62,3780.0,70.14631937729082,42.43093085027112
2024-04-20,P011,Amul Milk 1L,Dairy,43,2580.0,60.0,True,Saturday,4,Q2,False,None,17.6,False,False,38.12,2024-04-20,475,16,20,41,26,2460.0,49.45670298478839,30.36538621082904
2024-04-21,P011,Amul Milk 1L,Dairy,85,5100.0,60.0,True,Sunday,4,Q2,False,None,40.0,False,False,87.95,2024-04-21,476,16,21,69,49,4140.0,26.28441899031959,65.99574002133159
2024-04-22,P011,Amul Milk 1L,Dairy,42,2520.0,60.0,False,Monday,4,Q2,False,None,18.4,False,False,42.15,2024-04-22,477,17,22,30,61,1800.0,30.02817388328226,58.2097035418572
2024-04-23,P011,Amul Milk 1L,Dairy,65,3900.0,60.0,False,Tuesday,4,Q2,False,None,27.4,False,False,66.43,2024-04-23,478,17,23,28,79,1680.0,46.01137666127954,58.38783156349502
2024-04-24,P011,Amul Milk 1L,Dairy,51,3060.0,60.0,False,Wednesday,4,Q2,False,None,42.7,False,False,48.44,2024-04-24,479,17,24,70,70,4200.0,38.97383929067173,55.54571882528578
2024-04-25,P011,Amul Milk 1L,Dairy,35,2100.0,60.0,False,Thursday,4,Q2,False,None,32.1,False,False,39.96,2024-04-25,480,17,25,67,58,4020.0,63.70697630065985,35.63547151561957
2024-04-26,P011,Amul Milk 1L,Dairy,29,1740.0,60.0,False,Friday,4,Q2,False,None,41.4,False,False,31.76,2024-04-26,481,17,26,49,63,2940.0,56.52782284546232,69.53697561626717
2024-04-27,P011,Amul Milk 1L,Dairy,18,1080.0,60.0,True,Saturday,4,Q2,False,None,11.0,False,False,21.08,2024-04-27,482,17,27,72,58,4320.0,55.27699969467761,46.74497294339002
2024-04-28,P011,Amul Milk 1L,Dairy,58,3480.0,60.0,True,Sunday,4,Q2,False,None,43.4,False,False,56.99,2024-04-28,483,17,28,30,31,1800.0,38.56595925999355,55.14614978718261
2024-04-29,P011,Amul Milk 1L,Dairy,81,4860.0,60.0,False,Monday,4,Q2,False,None,41.1,False,False,82.19,2024-04-29,484,18,29,75,50,4500.0,64.70949256021956,59.98498493298358
2024-04-30,P011,Amul Milk 1L,Dairy,48,2880.0,60.0,False,Tuesday,4,Q2,False,None,43.6,False,False,49.36,2024-04-30,485,18,30,31,64,1860.0,46.43536660359558,32.99684392066674
2024-05-01,P011,Amul Milk 1L,Dairy,65,3900.0,60.0,False,Wednesday,5,Q2,False,None,10.4,False,False,66.6,2024-05-01,486,18,1,34,27,2040.0,61.12830749748732,34.0967154030544
2024-05-02,P011,Amul Milk 1L,Dairy,31,1860.0,60.0,False,Thursday,5,Q2,False,None,16.7,False,False,32.35,2024-05-02,487,18,2,25,60,1500.0,65.34827317735048,59.74510911530682
2024-05-03,P011,Amul Milk 1L,Dairy,14,840.0,60.0,False,Friday,5,Q2,False,None,24.1,False,False,10.08,2024-05-03,488,18,3,64,77,3840.0,60.19507090175546,47.4654991235988
2024-05-04,P011,Amul Milk 1L,Dairy,38,2280.0,60.0,True,Saturday,5,Q2,False,None,15.4,False,False,34.67,2024-05-04,489,18,4,34,61,2040.0,35.41847520246537,57.63154988868562
2024-05-05,P011,Amul Milk 1L,Dairy,84,5040.0,60.0,True,Sunday,5,Q2,False,None,31.3,False,False,79.82,2024-05-05,490,18,5,68,24,4080.0,42.93405256887473,50.91106521584006
2024-05-06,P011,Amul Milk 1L,Dairy,60,3600.0,60.0,False,Monday,5,Q2,False,None,25.8,False,False,62.59,2024-05-06,491,19,6,55,22,3300.0,27.83793344134343,56.50040396322971
2024-05-07,P011,Amul Milk 1L,Dairy,85,5100.0,60.0,False,Tuesday,5,Q2,False,None,20.5,False,False,80.86,2024-05-07,492,19,7,67,25,4020.0,55.63751634935698,54.62144979749142
2024-05-08,P011,Amul Milk 1L,Dairy,19,1140.0,60.0,False,Wednesday,5,Q2,False,None,28.6,False,False,16.82,2024-05-08,493,19,8,53,75,3180.0,53.6804302378678,37.13137645678532
2024-05-09,P011,Amul Milk 1L,Dairy,49,2940.0,60.0,False,Thursday,5,Q2,False,None,12.0,False,False,44.62,2024-05-09,494,19,9,59,69,3540.0,44.47870469897161,41.01240649879183
2024-05-10,P011,Amul Milk 1L,Dairy,41,2460.0,60.0,False,Friday,5,Q2,False,None,36.2,False,False,38.06,2024-05-10,495,19,10,55,22,3300.0,68.92719384442773,43.48300505775892
2024-05-11,P011,Amul Milk 1L,Dairy,46,2760.0,60.0,True,Saturday,5,Q2,False,None,30.3,False,False,45.59,2024-05-11,496,19,11,20,39,1200.0,64.34574194148847,44.36305796200345
2024-05-12,P011,Amul Milk 1L,Dairy,59,3540.0,60.0,True,Sunday,5,Q2,False,None,17.1,False,False,58.02,2024-05-12,497,19,12,68,40,4080.0,64.04126093389172,63.23402176154077
2024-05-13,P011,Amul Milk 1L,Dairy,52,3120.0,60.0,False,Monday,5,Q2,False,None,21.3,False,False,53.41,2024-05-13,498,20,13,57,59,3420.0,51.08998418180646,40.52827653094725
2024-05-14,P011,Amul Milk 1L,Dairy,0,0.0,60.0,False,Tuesday,5,Q2,False,None,19.3,False,True,0.98,2024-05-14,499,20,14,70,40,4200.0,34.08107781751163,59.67438049239215
2024-05-15,P011,Amul Milk 1L,Dairy,36,2160.0,60.0,False,Wednesday,5,Q2,False,None,38.3,False,False,36.09,2024-05-15,500,20,15,34,62,2040.0,48.64610615437212,56.2727499495259
2024-05-16,P011,Amul Milk 1L,Dairy,48,2880.0,60.0,False,Thursday,5,Q2,False,None,23.1,False,False,50.65,2024-05-16,501,20,16,75,27,4500.0,25.77275153517808,45.39018059860914
2024-05-17,P011,Amul Milk 1L,Dairy,43,2580.0,60.0,False,Friday,5,Q2,False,None,41.6,False,False,44.44,2024-05-17,502,20,17,43,52,2580.0,70.79594395047282,31.10657245161883
2024-05-18,P011,Amul Milk 1L,Dairy,64,3840.0,60.0,True,Saturday,5,Q2,False,None,20.3,False,False,61.59,2024-05-18,503,20,18,52,48,3120.0,39.28106619633351,63.54738955993071
2024-05-19,P011,Amul Milk 1L,Dairy,54,3240.0,60.0,True,Sunday,5,Q2,False,None,9.6,False,False,53.37,2024-05-19,504,20,19,42,37,2520.0,52.49660867337013,31.10809564431407
2024-05-20,P011,Amul Milk 1L,Dairy,70,4200.0,60.0,False,Monday,5,Q2,False,None,9.3,False,False,70.96,2024-05-20,505,21,20,20,37,1200.0,42.15259383892099,42.77620840723292
2024-05-21,P011,Amul Milk 1L,Dairy,63,3780.0,60.0,False,Tuesday,5,Q2,False,None,32.8,False,False,65.86,2024-05-21,506,21,21,50,41,3000.0,28.9887610043994,39.64969283738156
2024-05-22,P011,Amul Milk 1L,Dairy,68,4080.0,60.0,False,Wednesday,5,Q2,False,None,23.7,False,False,63.64,2024-05-22,507,21,22,42,56,2520.0,67.77437535746303,60.34060092338957
2024-05-23,P011,Amul Milk 1L,Dairy,32,1920.0,60.0,False,Thursday,5,Q2,False,None,30.3,False,False,36.76,2024-05-23,508,21,23,77,20,4620.0,71.74483412163312,42.37143077744104
2024-05-24,P011,Amul Milk 1L,Dairy,23,1380.0,60.0,False,Friday,5,Q2,False,None,27.5,False,False,25.61,2024-05-24,509,21,24,53,40,3180.0,47.38337958472265,55.47978137663419
2024-05-25,P011,Amul Milk 1L,Dairy,47,2820.0,60.0,True,Saturday,5,Q2,False,None,32.2,False,False,43.72,2024-05-25,510,21,25,69,52,4140.0,47.22750471555288,62.13326885502852
2024-05-26,P011,Amul Milk 1L,Dairy,46,2760.0,60.0,True,Sunday,5,Q2,False,None,34.7,False,False,48.41,2024-05-26,511,21,26,60,72,3600.0,43.01611322225042,37.91076779744161
2024-05-27,P011,Amul Milk 1L,Dairy,49,2940.0,60.0,False,Monday,5,Q2,False,None,38.0,False,False,50.5,2024-05-27,512,22,27,32,60,1920.0,38.11765730926638,32.90589927668361
2024-05-28,P011,Amul Milk 1L,Dairy,33,1980.0,60.0,False,Tuesday,5,Q2,False,None,24.5,False,False,30.46,2024-05-28,513,22,28,66,80,3960.0,68.285440503118,30.47536059000171
2024-05-29,P011,Amul Milk 1L,Dairy,66,3960.0,60.0,False,Wednesday,5,Q2,False,None,13.2,False,False,65.55,2024-05-29,514,22,29,24,54,1440.0,65.87404229007633,56.56826706589136
2024-05-30,P011,Amul Milk 1L,Dairy,96,5760.0,60.0,False,Thursday,5,Q2,False,None,29.8,True,False,91.25,2024-05-30,515,22,30,52,66,3120.0,61.73879527455411,50.50553538525132
2024-05-31,P011,Amul Milk 1L,Dairy,62,3720.0,60.0,False,Friday,5,Q2,False,None,9.8,False,False,57.06,2024-05-31,516,22,31,72,39,4320.0,28.55240208760401,46.66413105556406
2024-06-01,P011,Amul Milk 1L,Dairy,75,4500.0,60.0,True,Saturday,6,Q2,False,None,37.5,False,False,72.71,2024-06-01,517,22,1,69,68,4140.0,53.14744149727693,31.00845630976587
2024-06-02,P011,Amul Milk 1L,Dairy,119,7140.0,60.0,True,Sunday,6,Q2,False,None,28.1,True,False,119.37,2024-06-02,518,22,2,66,42,3960.0,59.27014646101696,65.87338868662168
2024-06-03,P011,Amul Milk 1L,Dairy,41,2460.0,60.0,False,Monday,6,Q2,False,None,16.0,True,False,38.45,2024-06-03,519,23,3,60,31,3600.0,50.83576048574972,48.3701549147097
2024-06-04,P011,Amul Milk 1L,Dairy,84,5040.0,60.0,False,Tuesday,6,Q2,False,None,8.1,False,False,82.83,2024-06-04,520,23,4,35,41,2100.0,45.31760037320417,45.57665921348263
2024-06-05,P011,Amul Milk 1L,Dairy,43,2580.0,60.0,False,Wednesday,6,Q2,False,None,13.3,False,False,41.47,2024-06-05,521,23,5,75,71,4500.0,28.27449869786365,30.70590664721067
2024-06-06,P011,Amul Milk 1L,Dairy,68,4080.0,60.0,False,Thursday,6,Q2,False,None,13.6,False,False,70.62,2024-06-06,522,23,6,53,46,3180.0,38.58435148139827,64.08773997593752
2024-06-07,P011,Amul Milk 1L,Dairy,64,3840.0,60.0,False,Friday,6,Q2,False,None,29.5,False,False,67.7,2024-06-07,523,23,7,32,49,1920.0,53.63655309487457,44.96596053900679
2024-06-08,P011,Amul Milk 1L,Dairy,28,1680.0,60.0,True,Saturday,6,Q2,False,None,39.7,False,False,24.58,2024-06-08,524,23,8,36,36,2160.0,32.56389164905872,56.4258893082603
2024-06-09,P011,Amul Milk 1L,Dairy,99,5940.0,60.0,True,Sunday,6,Q2,False,None,41.8,False,False,97.24,2024-06-09,525,23,9,25,20,1500.0,31.5676442101597,61.1911000524821
2024-06-10,P011,Amul Milk 1L,Dairy,49,2940.0,60.0,False,Monday,6,Q2,False,None,43.3,False,False,48.57,2024-06-10,526,24,10,59,30,3540.0,28.23363382105841,60.56893881610995
2024-06-11,P011,Amul Milk 1L,Dairy,62,3720.0,60.0,False,Tuesday,6,Q2,False,None,18.9,False,False,63.04,2024-06-11,527,24,11,64,37,3840.0,31.84204968273927,49.80913949768001
2024-06-12,P011,Amul Milk 1L,Dairy,36,2160.0,60.0,False,Wednesday,6,Q2,False,None,16.5,False,False,36.48,2024-06-12,528,24,12,71,61,4260.0,28.72595524878815,38.34510710980294
2024-06-13,P011,Amul Milk 1L,Dairy,80,4800.0,60.0,False,Thursday,6,Q2,False,None,30.7,True,False,76.01,2024-06-13,529,24,13,59,40,3540.0,48.08855415800114,46.16738162791235
2024-06-14,P011,Amul Milk 1L,Dairy,20,1200.0,60.0,False,Friday,6,Q2,False,None,32.4,False,False,16.41,2024-06-14,530,24,14,31,80,1860.0,61.0129091183364,66.58969584894558
2024-06-15,P011,Amul Milk 1L,Dairy,32,1920.0,60.0,True,Saturday,6,Q2,False,None,18.1,False,False,27.83,2024-06-15,531,24,15,31,63,1860.0,39.93732996011163,64.98100087704276
2024-06-16,P011,Amul Milk 1L,Dairy,65,3900.0,60.0,True,Sunday,6,Q2,False,None,42.2,False,False,60.6,2024-06-16,532,24,16,76,57,4560.0,59.36591248599785,37.50978314944108
2024-06-17,P011,Amul Milk 1L,Dairy,52,3120.0,60.0,False,Monday,6,Q2,False,None,26.7,False,False,54.2,2024-06-17,533,25,17,36,69,2160.0,66.77219725830363,35.9781367001831
2024-06-18,P011,Amul Milk 1L,Dairy,41,2460.0,60.0,False,Tuesday,6,Q2,False,None,8.1,False,False,45.1,2024-06-18,534,25,18,68,50,4080.0,37.49123010861154,59.1025543231039
2024-06-19,P011,Amul Milk 1L,Dairy,42,2520.0,60.0,False,Wednesday,6,Q2,False,None,31.1,False,False,37.01,2024-06-19,535,25,19,80,32,4800.0,29.54787667686384,32.8870127980995
2024-06-20,P011,Amul Milk 1L,Dairy,44,2640.0,60.0,False,Thursday,6,Q2,False,None,22.7,False,False,39.17,2024-06-20,536,25,20,25,44,1500.0,25.78929195744275,43.49887430867917
2024-06-21,P011,Amul Milk 1L,Dairy,67,4020.0,60.0,False,Friday,6,Q2,False,None,24.3,False,False,65.56,2024-06-21,537,25,21,77,26,4620.0,52.06524345546978,37.11259374762884
2024-06-22,P011,Amul Milk 1L,Dairy,59,3540.0,60.0,True,Saturday,6,Q2,False,None,26.5,False,False,56.61,2024-06-22,538,25,22,79,42,4740.0,42.02604984464381,57.79568233849675
2024-06-23,P011,Amul Milk 1L,Dairy,68,4080.0,60.0,True,Sunday,6,Q2,False,None,42.4,False,False,70.34,2024-06-23,539,25,23,51,68,3060.0,50.83312626478926,40.5027626720742
2024-06-24,P011,Amul Milk 1L,Dairy,56,3360.0,60.0,False,Monday,6,Q2,False,None,22.6,False,False,51.31,2024-06-24,540,26,24,50,61,3000.0,51.68698996731455,36.71613458833048
2024-06-25,P011,Amul Milk 1L,Dairy,72,4320.0,60.0,False,Tuesday,6,Q2,False,None,23.6,False,False,74.68,2024-06-25,541,26,25,58,72,3480.0,30.19128097132209,60.50852832551453
2024-06-26,P011,Amul Milk 1L,Dairy,54,3240.0,60.0,False,Wednesday,6,Q2,False,None,8.2,False,False,58.04,2024-06-26,542,26,26,66,27,3960.0,52.64229742912569,38.81698362394327
2024-06-27,P011,Amul Milk 1L,Dairy,26,1560.0,60.0,False,Thursday,6,Q2,False,None,39.9,False,False,28.04,2024-06-27,543,26,27,80,32,4800.0,32.65375673949461,34.00008440432713
2024-06-28,P011,Amul Milk 1L,Dairy,72,4320.0,60.0,False,Friday,6,Q2,False,None,8.3,False,False,75.65,2024-06-28,544,26,28,69,75,4140.0,40.838250712938,42.18066585956594
2024-06-29,P011,Amul Milk 1L,Dairy,56,3360.0,60.0,True,Saturday,6,Q2,False,None,34.0,True,False,58.59,2024-06-29,545,26,29,51,63,3060.0,30.21340346434545,50.06663170618059
2024-06-30,P011,Amul Milk 1L,Dairy,52,3120.0,60.0,True,Sunday,6,Q2,False,None,19.4,False,False,48.4,2024-06-30,546,26,30,23,73,1380.0,49.49691735964336,47.59064013696023
2023-01-01,P012,Britannia Good Day 100g,Snacks,62,2170.0,35.0,True,Sunday,1,Q1,False,None,24.4,False,False,60.13,2023-01-01,0,52,1,,,,26.34901090804581,69.68834499538977
2023-01-02,P012,Britannia Good Day 100g,Snacks,28,980.0,35.0,False,Monday,1,Q1,False,None,22.5,False,False,23.73,2023-01-02,1,1,2,30,,1050.0,51.03658257974428,57.95378347076489
2023-01-03,P012,Britannia Good Day 100g,Snacks,65,2275.0,35.0,False,Tuesday,1,Q1,False,None,44.8,False,False,61.86,2023-01-03,2,1,3,43,,1505.0,51.78254912941885,32.82327660688721
2023-01-04,P012,Britannia Good Day 100g,Snacks,37,1295.0,35.0,False,Wednesday,1,Q1,False,None,42.7,False,False,39.56,2023-01-04,3,1,4,42,,1470.0,66.18521862187441,50.04144606555046
2023-01-05,P012,Britannia Good Day 100g,Snacks,54,1890.0,35.0,False,Thursday,1,Q1,False,None,28.6,False,False,50.58,2023-01-05,4,1,5,41,,1435.0,62.91901985427636,33.57944119600754
2023-01-06,P012,Britannia Good Day 100g,Snacks,44,1540.0,35.0,False,Friday,1,Q1,False,None,29.5,False,False,48.31,2023-01-06,5,1,6,64,,2240.0,73.11402621881206,48.46983875102197
2023-01-07,P012,Britannia Good Day 100g,Snacks,40,1400.0,35.0,True,Saturday,1,Q1,False,None,27.7,False,False,43.36,2023-01-07,6,1,7,61,,2135.0,36.32197779008003,34.65434351742056
2023-01-08,P012,Britannia Good Day 100g,Snacks,87,3045.0,35.0,True,Sunday,1,Q1,False,None,9.1,False,False,88.72,2023-01-08,7,1,8,33,69,1155.0,62.08150075790695,63.3333710575464
2023-01-09,P012,Britannia Good Day 100g,Snacks,50,1750.0,35.0,False,Monday,1,Q1,False,None,11.3,False,False,45.18,2023-01-09,8,2,9,36,60,1260.0,73.23463750139494,46.35978263699521
2023-01-10,P012,Britannia Good Day 100g,Snacks,31,1085.0,35.0,False,Tuesday,1,Q1,False,None,21.5,False,False,27.79,2023-01-10,9,2,10,38,34,1330.0,66.24101042598713,59.38798540451491
2023-01-11,P012,Britannia Good Day 100g,Snacks,32,1120.0,35.0,False,Wednesday,1,Q1,False,None,9.4,False,False,29.0,2023-01-11,10,2,11,79,43,2765.0,65.68076765741768,40.46341158454911
2023-01-12,P012,Britannia Good Day 100g,Snacks,94,3290.0,35.0,False,Thursday,1,Q1,True,Makar Sankranti,36.4,False,False,95.54,2023-01-12,11,2,12,45,22,1575.0,56.54465989790736,69.1413533994103
2023-01-13,P012,Britannia Good Day 100g,Snacks,143,5005.0,35.0,False,Friday,1,Q1,True,Makar Sankranti,10.4,True,False,147.28,2023-01-13,12,2,13,58,55,2030.0,39.6929123703615,64.46325472369985
2023-01-14,P012,Britannia Good Day 100g,Snacks,152,5320.0,35.0,True,Saturday,1,Q1,True,Makar Sankranti,26.4,True,False,151.66,2023-01-14,13,2,14,79,52,2765.0,54.20989898773166,56.92220887706723
2023-01-15,P012,Britannia Good Day 100g,Snacks,98,3430.0,35.0,True,Sunday,1,Q1,False,None,32.8,False,False,95.78,2023-01-15,14,2,15,47,65,1645.0,44.95122236179732,46.04680177346315
2023-01-16,P012,Britannia Good Day 100g,Snacks,31,1085.0,35.0,False,Monday,1,Q1,False,None,22.9,True,False,28.32,2023-01-16,15,3,16,20,61,700.0,41.02487420073241,60.97327552835949
2023-01-17,P012,Britannia Good Day 100g,Snacks,71,2485.0,35.0,False,Tuesday,1,Q1,False,None,12.5,False,False,69.84,2023-01-17,16,3,17,58,73,2030.0,50.19038665761127,63.50508489848808
2023-01-18,P012,Britannia Good Day 100g,Snacks,76,2660.0,35.0,False,Wednesday,1,Q1,False,None,28.9,False,False,79.17,2023-01-18,17,3,18,56,39,1960.0,41.57229632711322,47.64663952798301
2023-01-19,P012,Britannia Good Day 100g,Snacks,73,2555.0,35.0,False,Thursday,1,Q1,False,None,28.5,False,False,70.59,2023-01-19,18,3,19,29,68,1015.0,31.48390732885724,43.09292302474009
2023-01-20,P012,Britannia Good Day 100g,Snacks,32,1120.0,35.0,False,Friday,1,Q1,False,None,44.4,False,False,32.94,2023-01-20,19,3,20,60,58,2100.0,45.8489863751307,65.18744244528911
2023-01-21,P012,Britannia Good Day 100g,Snacks,31,1085.0,35.0,True,Saturday,1,Q1,False,None,40.9,False,False,35.29,2023-01-21,20,3,21,67,66,2345.0,58.94271948650631,61.360127931023
2023-01-22,P012,Britannia Good Day 100g,Snacks,82,2870.0,35.0,True,Sunday,1,Q1,False,None,24.4,False,False,84.66,2023-01-22,21,3,22,60,49,2100.0,64.45051011031362,59.67339942272463
2023-01-23,P012,Britannia Good Day 100g,Snacks,51,1785.0,35.0,False,Monday,1,Q1,False,None,9.0,True,False,47.68,2023-01-23,22,4,23,78,29,2730.0,39.28154269219196,61.74644982411409
2023-01-24,P012,Britannia Good Day 100g,Snacks,89,3115.0,35.0,False,Tuesday,1,Q1,True,Republic Day,16.8,False,False,85.13,2023-01-24,23,4,24,67,36,2345.0,35.08891851426038,45.14223008692304
2023-01-25,P012,Britannia Good Day 100g,Snacks,54,1890.0,35.0,False,Wednesday,1,Q1,True,Republic Day,22.9,False,False,55.51,2023-01-25,24,4,25,52,52,1820.0,55.50775307820622,37.61405805624144
2023-01-26,P012,Britannia Good Day 100g,Snacks,57,1995.0,35.0,False,Thursday,1,Q1,True,Republic Day,11.3,False,False,59.18,2023-01-26,25,4,26,39,73,1365.0,34.56185791582289,37.05447977627985
2023-01-27,P012,Britannia Good Day 100g,Snacks,62,2170.0,35.0,False,Friday,1,Q1,True,Republic Day,38.8,False,False,58.3,2023-01-27,26,4,27,31,25,1085.0,54.2791880329689,49.72488264808203
2023-01-28,P012,Britannia Good Day 100g,Snacks,51,1785.0,35.0,True,Saturday,1,Q1,False,None,36.3,False,False,51.89,2023-01-28,27,4,28,23,53,805.0,34.97404629513204,68.57122255679069
2023-01-29,P012,Britannia Good Day 100g,Snacks,68,2380.0,35.0,True,Sunday,1,Q1,False,None,12.5,False,False,71.87,2023-01-29,28,4,29,44,66,1540.0,56.36644057758052,68.46503176527048
2023-01-30,P012,Britannia Good Day 100g,Snacks,78,2730.0,35.0,False,Monday,1,Q1,False,None,23.3,False,False,79.35,2023-01-30,29,5,30,66,20,2310.0,73.15177938621049,36.12124396247368
2023-01-31,P012,Britannia Good Day 100g,Snacks,26,910.0,35.0,False,Tuesday,1,Q1,False,None,18.5,False,False,28.41,2023-01-31,30,5,31,50,34,1750.0,58.51357381597348,65.03062704008741
2023-02-01,P012,Britannia Good Day 100g,Snacks,44,1540.0,35.0,False,Wednesday,2,Q1,False,None,8.2,False,False,40.26,2023-02-01,31,5,1,73,21,2555.0,35.08915752946648,42.13132629363095
2023-02-02,P012,Britannia Good Day 100g,Snacks,40,1400.0,35.0,False,Thursday,2,Q1,False,None,12.5,False,False,40.1,2023-02-02,32,5,2,60,42,2100.0,37.06671409275664,42.25918929758969
2023-02-03,P012,Britannia Good Day 100g,Snacks,44,1540.0,35.0,False,Friday,2,Q1,False,None,42.0,False,False,39.46,2023-02-03,33,5,3,57,45,1995.0,72.10789895827656,43.47368074969719
